utt_id,word_id,phone_id,phone,human_score,n_frames_c8,competitor_wins,speaker,any_accent,any_incorrect,any_insertion,extreme_speaker,pred,residual,abs_err,T1_alignment,T2_confusion,T3_accent,T4_context,T5_speaker,primary_type
000030012,0,0,M,2.0,167,False,3,False,False,False,False,2.0,0.0,0.0,False,False,False,False,False,other
000030012,0,1,AA,2.0,167,True,3,False,False,False,False,1.5339940479399705,-0.4660059520600295,0.4660059520600295,False,False,False,False,False,other
000030012,0,2,R,1.8,167,True,3,True,False,False,False,1.762235452649234,-0.037764547350765953,0.037764547350765953,False,False,True,False,False,T3_accent
000030012,0,3,K,2.0,167,False,3,False,False,False,False,2.0,0.0,0.0,False,False,False,False,False,other
000030012,1,0,IH,2.0,167,False,3,False,False,False,False,1.997251975718239,-0.002748024281761019,0.002748024281761019,False,False,False,False,False,other
000030012,1,1,Z,1.8,167,True,3,True,False,False,False,1.9542029253428785,0.1542029253428785,0.1542029253428785,False,False,True,False,False,T3_accent
000030012,2,0,G,2.0,167,False,3,False,False,False,False,2.0,0.0,0.0,False,False,False,False,False,other
000030012,2,1,OW,2.0,167,False,3,False,False,False,False,1.8180096978884233,-0.18199030211157674,0.18199030211157674,False,False,False,False,False,other
000030012,2,2,IH,2.0,167,False,3,False,False,False,False,1.9870370943091806,-0.01296290569081937,0.01296290569081937,False,False,False,False,False,other
000030012,2,3,NG,2.0,167,True,3,False,False,False,False,1.9326191623783062,-0.06738083762169378,0.06738083762169378,False,False,False,False,False,other
000030012,3,0,T,2.0,167,True,3,False,False,False,False,2.0,0.0,0.0,False,False,False,False,False,other
000030012,3,1,UW,2.0,167,True,3,False,False,False,False,1.6858669775909303,-0.3141330224090697,0.3141330224090697,False,False,False,False,False,other
000030012,4,0,S,2.0,167,False,3,False,False,False,False,1.996679131932379,-0.0033208680676211078,0.0033208680676211078,False,False,False,False,False,other
000030012,4,1,IY,2.0,167,False,3,False,False,False,False,1.9787058853430908,-0.021294114656909224,0.021294114656909224,False,False,False,False,False,other
000030012,5,0,EH,2.0,167,True,3,False,False,False,False,1.9750035150056593,-0.024996484994340706,0.024996484994340706,False,False,False,False,False,other
000030012,5,1,L,2.0,167,False,3,False,False,False,False,2.0,0.0,0.0,False,False,False,False,False,other
000030012,5,2,IH,2.0,167,True,3,False,False,False,False,1.8762533489066495,-0.12374665109335048,0.12374665109335048,False,False,False,False,False,other
000030012,5,3,F,2.0,167,False,3,False,False,False,False,2.0,0.0,0.0,False,False,False,False,False,other
000030012,5,4,AH,2.0,167,False,3,False,False,False,False,1.6215024187816542,-0.37849758121834576,0.37849758121834576,False,False,False,False,False,other
000030012,5,5,N,2.0,167,False,3,False,False,False,False,2.0,0.0,0.0,False,False,False,False,False,other
000030012,5,6,T,2.0,167,True,3,False,False,False,False,2.0,0.0,0.0,False,False,False,False,False,other
000030024,0,0,K,2.0,146,False,3,False,False,False,False,2.0,0.0,0.0,False,False,False,False,False,other
000030024,0,1,EH,1.4,146,True,3,True,True,False,False,1.580440658380729,0.18044065838072898,0.18044065838072898,False,False,True,False,False,T3_accent
000030024,0,2,T,1.8,146,False,3,True,False,True,False,1.9854611537950546,0.18546115379505457,0.18546115379505457,False,False,True,False,False,T3_accent
000030024,1,0,L,2.0,146,False,3,False,False,False,False,1.996149131316886,-0.003850868683114017,0.003850868683114017,False,False,False,False,False,other
000030024,1,1,AH,2.0,146,False,3,False,False,False,False,1.8985665741616762,-0.10143342583832382,0.10143342583832382,False,False,False,False,False,other
000030024,1,2,V,2.0,146,False,3,False,False,False,False,2.0,0.0,0.0,False,False,False,False,False,other
000030024,1,3,Z,1.4,146,True,3,True,False,False,False,1.9369148986068814,0.5369148986068815,0.5369148986068815,False,False,True,False,False,T3_accent
000030024,2,0,CH,2.0,146,False,3,False,False,False,False,1.9969442749856188,-0.0030557250143812276,0.0030557250143812276,False,False,False,False,False,other
000030024,2,1,AY,2.0,146,False,3,False,False,False,False,1.9934400536015005,-0.00655994639849955,0.00655994639849955,False,False,False,False,False,other
000030024,2,2,N,2.0,146,False,3,False,False,False,False,2.0,0.0,0.0,False,False,False,False,False,other
000030024,2,3,AH,2.0,146,False,3,False,False,False,False,1.7400093389081857,-0.25999066109181435,0.25999066109181435,False,False,False,False,False,other
000030040,0,0,T,2.0,141,False,3,False,False,True,False,2.0,0.0,0.0,False,False,False,False,False,other
000030040,0,1,UW,2.0,141,True,3,False,False,False,False,1.9555926763111426,-0.04440732368885736,0.04440732368885736,False,False,False,False,False,other
000030040,1,0,S,2.0,141,False,3,False,False,False,False,2.0,0.0,0.0,False,False,False,False,False,other
000030040,1,1,IH,2.0,141,False,3,False,False,False,False,1.9954196387739824,-0.004580361226017571,0.004580361226017571,False,False,False,False,False,other
000030040,1,2,K,2.0,141,False,3,False,False,False,False,2.0,0.0,0.0,False,False,False,False,False,other
000030040,1,3,S,2.0,141,False,3,False,False,False,False,2.0,0.0,0.0,False,False,False,False,False,other
000030040,2,0,F,2.0,141,False,3,False,False,False,False,2.0,0.0,0.0,False,False,False,False,False,other
000030040,2,1,AO,2.0,141,False,3,False,False,False,False,1.6695908264057853,-0.33040917359421473,0.33040917359421473,False,False,False,False,False,other
000030040,2,2,R,1.8,141,False,3,True,False,False,False,1.9574921620603778,0.15749216206037775,0.15749216206037775,False,False,True,False,False,T3_accent
000030040,3,0,EY,2.0,141,False,3,False,False,False,False,1.9633532110465592,-0.036646788953440756,0.036646788953440756,False,False,False,False,False,other
000030040,3,1,T,2.0,141,False,3,False,False,False,False,2.0,0.0,0.0,False,False,False,False,False,other
000030047,0,0,S,2.0,147,False,3,False,False,False,False,2.0,0.0,0.0,False,False,False,False,False,other
000030047,0,1,EH,2.0,147,True,3,False,False,False,False,1.9924964388468536,-0.007503561153146432,0.007503561153146432,False,False,False,False,False,other
000030047,0,2,V,2.0,147,False,3,False,False,False,False,1.9757750962951763,-0.024224903704823664,0.024224903704823664,False,False,False,False,False,other
000030047,0,3,N,2.0,147,False,3,False,False,False,False,1.9299460398004986,-0.07005396019950139,0.07005396019950139,False,False,False,False,False,other
000030047,1,0,TH,1.2000000000000002,147,True,3,True,True,False,False,1.2130621924899612,0.013062192489960989,0.013062192489960989,False,False,True,False,False,T3_accent
000030047,1,1,R,2.0,147,True,3,False,False,False,False,1.5634527752574328,-0.43654722474256724,0.43654722474256724,False,False,False,False,False,other
000030047,1,2,IY,1.8,147,True,3,True,False,False,False,1.6945650077076682,-0.10543499229233189,0.10543499229233189,False,False,True,False,False,T3_accent
000030047,2,0,F,2.0,147,False,3,False,False,False,False,2.0,0.0,0.0,False,False,False,False,False,other
000030047,2,1,AO,2.0,147,False,3,False,False,False,False,1.6796214567506609,-0.3203785432493391,0.3203785432493391,False,False,False,False,False,other
000030047,2,2,R,2.0,147,True,3,False,False,False,False,1.930075162096855,-0.06992483790314497,0.06992483790314497,False,False,False,False,False,other
000030047,3,0,T,2.0,147,False,3,False,False,True,False,1.9919029426670303,-0.008097057332969726,0.008097057332969726,False,False,False,False,False,other
000030047,3,1,UW,2.0,147,False,3,False,False,False,False,1.971850041117382,-0.028149958882617954,0.028149958882617954,False,False,False,False,False,other
000030049,0,0,T,2.0,137,False,3,False,False,False,False,1.9970155405544803,-0.002984459445519727,0.002984459445519727,False,False,False,False,False,other
000030049,0,1,UW,2.0,137,False,3,False,False,False,False,1.9467196554970732,-0.053280344502926846,0.053280344502926846,False,False,False,False,False,other
000030049,1,0,EY,2.0,137,False,3,False,False,False,False,1.9513588538811328,-0.04864114611886716,0.04864114611886716,False,False,False,False,False,other
000030049,1,1,T,2.0,137,True,3,False,False,False,False,1.8505150848143794,-0.14948491518562057,0.14948491518562057,False,False,False,False,False,other
